age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
49,Private,74,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,8,0,40,United-States,>50K
35,Self-emp-not-inc,29,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
32,Private,-96,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
67,Private,-23,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Private,-2,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,111,67,India,>50K
59,?,20,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K
37,Private,27,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
48,Federal-gov,121,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
20,Private,107,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States,<=50K
44,Local-gov,-112,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
40,Private,-29,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
27,Local-gov,-119,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,48,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,?,45,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
23,Private,87,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
38,Private,-46,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
56,Self-emp-not-inc,11,Masters,14,Divorced,Sales,Unmarried,White,Female,0,35,60,United-States,<=50K
29,Private,121,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
24,Private,-36,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
53,State-gov,-125,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
25,Local-gov,53,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
17,?,-120,10th,6,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,-26,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Canada,<=50K
56,Private,8,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,25,Iran,<=50K
31,Self-emp-not-inc,-127,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
22,?,114,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
23,Private,-24,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
48,Self-emp-not-inc,91,HS-grad,9,Separated,Other-service,Other-relative,White,Female,0,0,25,United-States,<=50K
46,Private,-70,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
29,Private,89,Some-college,10,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
66,Self-emp-not-inc,-109,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,-14,0,30,Hungary,<=50K
23,Private,-77,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
49,Private,104,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,-105,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K
48,?,50,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,55,United-States,>50K
41,Private,28,Bachelors,13,Separated,Prof-specialty,Not-in-family,Black,Female,-97,0,60,United-States,>50K
37,Private,-107,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Germany,>50K
35,Private,58,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,-126,0,40,United-States,>50K
18,Self-emp-not-inc,101,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,0,0,40,United-States,<=50K
19,?,106,Some-college,10,Never-married,?,Own-child,White,Male,0,0,15,United-States,<=50K
24,Private,-84,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
29,Private,90,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Private,-102,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,70,United-States,>50K
26,Federal-gov,-115,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
52,Private,49,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
18,?,-109,Some-college,10,Never-married,?,Own-child,White,Female,0,0,4,United-States,<=50K
38,Private,103,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,8,0,40,United-States,>50K
43,Private,-32,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
29,Private,24,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
49,Self-emp-inc,-28,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
52,Private,29,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
26,Self-emp-inc,4,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,78,United-States,>50K
50,State-gov,-36,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,-113,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
19,Private,14,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
68,Private,-81,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,-40,0,20,United-States,<=50K
20,Private,19,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
22,Private,-115,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
30,Private,-83,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
54,Self-emp-not-inc,13,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
30,Private,69,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Private,-62,12th,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,?,<=50K
42,Private,-42,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
35,Private,-86,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,30,Jamaica,<=50K
40,Self-emp-inc,109,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
22,?,-34,7th-8th,4,Never-married,?,Unmarried,White,Female,0,0,40,Mexico,<=50K
57,Private,-64,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,110,45,United-States,<=50K
38,Private,-27,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
48,Private,-26,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States,<=50K
38,Private,-46,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
24,State-gov,99,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,49,United-States,>50K
18,Private,69,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,0,0,20,United-States,<=50K
38,Private,-11,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
37,Private,2,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,-123,55,United-States,<=50K
35,Local-gov,31,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,-17,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,-18,HS-grad,9,Divorced,Other-service,Unmarried,Black,Male,0,0,9,United-States,<=50K
34,Private,-107,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
46,Private,-35,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
36,Self-emp-not-inc,-116,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Mexico,<=50K
66,?,-99,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,33,40,United-States,>50K
33,Private,-117,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,-74,Bachelors,13,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,36,Philippines,<=50K
63,Local-gov,127,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Cuba,<=50K
34,Self-emp-not-inc,95,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
56,Private,-32,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,25,Mexico,<=50K
28,Private,42,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
43,Private,-111,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
33,Self-emp-not-inc,-3,12th,8,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,United-States,<=50K
46,Local-gov,74,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,<=50K
26,Private,-71,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K
19,Private,-95,HS-grad,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,24,United-States,<=50K
40,?,-50,HS-grad,9,Divorced,?,Not-in-family,Black,Female,0,0,32,United-States,<=50K
40,Private,109,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,32,United-States,<=50K
33,Private,-48,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
20,Private,-90,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
19,?,-5,HS-grad,9,Never-married,?,Own-child,Black,Male,0,0,10,United-States,<=50K
32,Private,-49,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,-120,0,40,United-States,<=50K
19,Private,-9,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,0,0,30,United-States,<=50K
48,Private,-104,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
32,Self-emp-not-inc,-89,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
41,?,113,12th,8,Divorced,?,Not-in-family,White,Female,0,0,40,Canada,<=50K
23,Private,109,Some-college,10,Divorced,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K
81,?,-103,Bachelors,13,Widowed,?,Not-in-family,White,Male,0,0,5,United-States,<=50K
62,Self-emp-not-inc,-23,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,-52,40,United-States,<=50K
38,Private,-8,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,-107,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
37,Private,-123,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
45,Self-emp-inc,127,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
21,Private,-70,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,65,United-States,<=50K
36,Local-gov,111,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,United-States,>50K
36,Federal-gov,-22,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
38,Private,15,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,-94,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,13,0,40,United-States,<=50K
17,Private,-36,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
19,Private,11,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,<=50K
31,Private,-56,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
29,Private,-33,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,126,0,45,United-States,<=50K
26,?,98,Some-college,10,Never-married,?,Own-child,White,Male,0,0,12,United-States,<=50K
40,Private,59,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,-3,0,40,United-States,<=50K
36,Private,-86,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
41,Private,126,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,111,40,United-States,>50K
47,Private,-108,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
26,Private,49,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
42,Self-emp-not-inc,-71,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
70,Private,-90,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
57,Private,22,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,48,United-States,<=50K
37,Local-gov,44,Assoc-voc,11,Never-married,Other-service,Unmarried,Black,Female,0,0,32,United-States,<=50K
27,Private,-43,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
43,Self-emp-not-inc,21,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,-100,0,40,Cuba,<=50K
27,Local-gov,-39,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,-16,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,35,United-States,<=50K
49,Self-emp-not-inc,84,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,-97,0,70,United-States,>50K
27,Private,-90,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,-96,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,?,<=50K
27,Private,-90,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,80,United-States,>50K
46,Private,119,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,-107,0,50,United-States,<=50K
42,Private,86,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
45,Private,54,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,84,United-States,>50K
32,Private,83,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
38,Private,-49,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
41,Private,21,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Yugoslavia,<=50K
26,Private,89,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
66,Private,-40,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,50,England,<=50K
25,Private,-95,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,13,0,60,United-States,<=50K
28,Local-gov,-82,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,-44,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,-2,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
32,Self-emp-not-inc,8,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,8,United-States,>50K
37,Federal-gov,16,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,England,>50K
18,Private,80,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,<=50K
47,Private,36,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
43,Private,-22,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,-71,50,United-States,>50K
45,Private,122,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
25,Private,37,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
49,Private,79,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
73,?,-67,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50K
26,Private,-53,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,45,United-States,>50K
36,Private,-3,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,-118,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,>50K
34,Local-gov,-110,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,El-Salvador,<=50K
21,Private,8,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K
43,Federal-gov,-118,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
50,Private,-39,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
23,Private,117,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
37,Federal-gov,-19,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
23,Private,86,12th,8,Never-married,Other-service,Not-in-family,White,Female,0,0,38,United-States,<=50K
20,Private,-104,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
45,Private,-35,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Private,14,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
42,Private,-53,Some-college,10,Widowed,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
53,Private,6,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
31,Private,30,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,42,0,40,United-States,<=50K
40,Self-emp-not-inc,-121,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,-120,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K
48,Private,67,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,70,United-States,>50K
56,Local-gov,36,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
69,?,-61,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0,0,1,United-States,<=50K
32,Private,89,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,Ireland,<=50K
20,Private,-99,HS-grad,9,Divorced,Sales,Not-in-family,Black,Female,0,0,40,United-States,<=50K
34,Self-emp-not-inc,-108,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
54,State-gov,10,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,-17,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,>50K
27,Self-emp-inc,62,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,95,45,United-States,>50K
42,Private,-49,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,?,>50K
49,Private,-127,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
57,Federal-gov,-89,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
54,Self-emp-not-inc,61,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,-47,35,United-States,<=50K
61,Self-emp-not-inc,-86,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
54,Self-emp-inc,3,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,54,United-States,>50K
39,Private,30,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,26,?,<=50K
44,Private,-83,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
48,Private,-16,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,45,Philippines,>50K
58,Local-gov,-99,Masters,14,Widowed,Prof-specialty,Unmarried,White,Male,0,0,35,United-States,>50K
24,Private,-83,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,0,40,United-States,<=50K
27,Private,-116,HS-grad,9,Never-married,Sales,Other-relative,Black,Female,0,0,32,Dominican-Republic,<=50K
21,Private,-10,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
33,Local-gov,-119,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
30,Private,-32,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
23,Private,-61,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,-43,Masters,14,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
34,Private,-112,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Philippines,>50K
31,Private,57,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,91,0,99,United-States,<=50K
29,?,107,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,25,United-States,<=50K
20,Private,-106,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,30,United-States,<=50K
27,?,-79,Assoc-acdm,12,Never-married,?,Not-in-family,White,Female,0,0,45,United-States,<=50K
43,Private,116,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
38,Private,-22,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,>50K
42,Private,-70,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,24,0,50,United-States,>50K
18,Private,-54,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,27,United-States,<=50K
35,Private,-4,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,39,United-States,<=50K
33,Private,71,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
17,Private,-38,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
39,State-gov,-55,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Female,0,0,30,United-States,<=50K
54,Private,65,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,Mexico,<=50K
55,Self-emp-not-inc,-102,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
60,Local-gov,59,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-126,0,40,United-States,>50K
62,Local-gov,35,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,24,0,33,United-States,>50K
35,Private,-77,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,?,13,Some-college,10,Divorced,?,Unmarried,Black,Female,0,0,30,United-States,<=50K
43,Private,-117,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,82,0,16,United-States,<=50K
57,Private,-85,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
38,Private,79,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Japan,>50K
39,Private,-57,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
55,Local-gov,-43,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K
42,Private,72,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,-80,0,50,?,>50K
54,Self-emp-not-inc,-10,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
64,Local-gov,12,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,20,United-States,<=50K
50,Private,102,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
35,Private,28,1st-4th,2,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,40,Guatemala,<=50K
40,Private,-90,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
42,Private,-106,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
27,Private,61,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
62,?,-94,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,>50K
50,State-gov,51,HS-grad,9,Widowed,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
47,Local-gov,-12,Masters,14,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,50,United-States,>50K
48,Private,102,Some-college,10,Separated,Other-service,Not-in-family,White,Female,0,0,25,Peru,<=50K
25,Private,91,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,26,United-States,<=50K
19,Private,-121,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
48,Private,89,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29,Private,-29,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
56,Private,-33,9th,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
36,Local-gov,88,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Private,102,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,37,United-States,<=50K
53,Private,29,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,126,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
35,Private,-102,Prof-school,15,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,35,China,<=50K
30,?,-73,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,30,United-States,<=50K
26,?,71,11th,7,Never-married,?,Not-in-family,White,Female,0,0,65,United-States,<=50K
